"Ingreso","Gasto_Educacion"
92980.41,16987.91
65245.68,6960.43
24486.99,5808.11
26464.66,6500.58
75716.52,4786.13
63057.31,11034.89
38123.41,5606.51
79551.5,10932.69
40266.84,9560.49
87010.9,14966.78
62247.56,6723.17
47415.04,3183.4
93931.55,13098.55
51642.9,8526.56
18941.17,5043.44
51890.44,10897.65
98567.55,12918.62
93274.56,12108.88
49185.89,8002.46
88274.86,15609.54
37031.88,6013.15
81817.54,8590.19
82045.96,5880.03
44823.31,6512.9
44343.07,6400.44
68096.41,8811.07
87550.07,9029.56
69096.94,6867.87
56469.35,10261.39
23390.34,4171.24
65148.93,13591.75
13777.01,2838.37
54852.31,2427.99
76555.74,9043.23
77850.98,13334.88
15678.44,3447.53
49823.37,3049.13
55060.45,5901.94
34321.88,5365.19
63892.19,12555.97
76225.39,13903.75
74222,12432.33
20484.36,4531.23
61760.86,5663.65
81831.88,13502.09
30864.14,6966.66
75237.02,12315.75
85422.09,15567.35
20695.47,4384.23
96305.54,16535.16
77298.81,15154.59
82980.05,6280.59
27092.6,6767.12
12337.19,3705.54
87740.41,13868.52
92726.19,11613.61
22386.52,3169.68
52988.38,3986.83
51666.54,7948.62
73016.07,8774.67
15901.74,4436.97
75973.6,9535.36
45633.84,5716.68
51533.91,11047.73
75276.94,8528.98
52300.24,5466.3
99957.16,15352.07
86134.22,17087.36
84538.66,6324.69
78547.99,8781.77
20089.58,3662.08
85507.93,10691
83246.55,11703.13
99227.1,15544.84
14348.31,4186.01
77210.91,6904.27
47738.22,6740.5
62392.95,10696.35
84766.07,7957.03
11217.76,3377.72
11036.96,4066.22
99680.11,5276.93
78912.07,12748.65
38319.63,5693.58
83081.06,6149.14
99209.73,13227.13
28068.36,4737.41
68143.35,5326.2
49379.57,6987.03
94422.54,14201.51
98920.3,10915.05
51068.76,11696.66
30755.34,7478.78
72594.03,6532.54
60096.91,12151.6
62623.91,12212.3
49026.81,5315.67
48355.75,10628.82
63716.9,13678.54
50687.7,8655.76
96094.78,15895.9
85998.73,6245.69
30049.17,7805.68
47815.32,5362.22
47798.46,5918.14
11871.18,3490.77
44240.32,6652.18
48011.36,10841.49
27228.35,3722.37
73479.64,7372.25
11216.84,3269.33
75808.28,11717.06
48945.17,14062.29
75811.61,4653.31
11254.74,3753.91
14078.2,4034
47657.29,9393.39
67945.6,4483.25
29781.44,5520.01
85009.84,8393.63
72529.06,2895.2
90921.2,6990.59
47281.63,4260.1
46990.42,10546.89
32501.35,4100.01
43639.03,8323.24
30870.35,6022.29
93844.28,7655.45
52871.03,8709.79
14289.85,3826.51
79617.8,5373.69
39800.56,7423.07
59758.88,7959.64
70869.75,8238.56
34960.09,3948.46
14757.01,3347.27
48318.27,4210.92
64910.66,8413.21
97844.14,11134.96
97282.01,10535.09
17963.61,4796.67
54854.2,5787.39
45612.04,6259.42
45129.87,8462.25
38664.95,8420.27
71431.75,8770.88
35615.34,5677.74
45108.52,8989.87
99115.17,13496.54
81280.52,11476.61
38116.46,5316.06
83540.6,10771.01
29881.88,4999.01
55096.64,9096.48
25027.51,4320.9
20769.33,3757.93
90784.9,10738.14
18434.34,3420.16
87855.27,17585.99
34893.23,3640.32
12455.53,4000.73
80864.65,10044.23
42279.43,1956.54
12259.27,2891.94
77148.42,14173.95
12666.3,2447.8
49047.83,7229.76
33096.41,3277.57
54821.37,7704.29
68801.97,12401.9
17529.12,3573.03
26242.52,5879.95
19401.63,4647.31
83115.37,15337.71
66475.22,13077.05
66751.52,12014.1
45180.09,7400.1
48902.82,7042.59
41377.06,6422.46
81420.2,11621.08
89824.25,6938.2
68601.44,6821.66
63357.69,6758.06
39503.99,4915.04
16812.04,3444.55
63224.85,8147.03
26050.31,3569.79
76721.51,1101.11
36448.86,9321.71
67526.72,5995.98
21234.02,5208.53
32973.92,4279.08
83851.72,12480.27
82340.24,9670.62
14125.12,3837.24
88797.85,2670.59
21520.82,4407.83
64794.83,7995.76
52261.02,10851.28
60156.2,7019.07
75735.35,8104.04
52287.28,2421.04
98974.91,12710.24
98620.15,14913.85
45395.62,6007.09
64796.24,6589.8
41093.54,6849.72
49340.13,3982.63
30621.88,5544.06
10546.5,3588.51
12148.92,3115.02
15288.26,3232.01
78811.81,8505.34
52213.96,8490
86574.87,5147.22
62354.75,5609.24
26819.94,2679.59
64815.49,7616.51
90400.76,10869.21
81488.9,10499.68
55368.36,7071.98
48072.54,2410.37
68894.32,4490.38
89896.47,9659.54
90281.48,12273.16
26055.15,4850.39
33175.22,3577.95
20209.47,5053.33
81744.31,10359.84
19858.46,3639.09
84616.45,11598.31
79394.17,13324.74
94932.05,14350.92
52026.18,6172.62
94587.01,5873.01
80666.46,13547.14
88714.71,6235.48
45501.64,4988.44
18972.92,4983.88
34926.53,4572.06
74999.98,8540.81
42067.47,7201.8
44444.07,9411.43
12877.18,2654.07
56930.08,9808.48
20897.01,4059.77
89666.58,17337.87
16718.17,4474.79
80580.52,9871.06
86871.91,7408.9
13346.04,2468.25
34762.92,3720.85
67786.3,7279.69
80657.05,5195.77
46005.64,6270.59
94177.21,8894.99
45146.53,10979.79
48156.34,9463.62
35777.95,6487.05
65057.36,6689.03
60293.15,14109.44
13597.04,3170.25
77075.38,9565.47
28583.87,2099.72
69084.64,12689.35
57017.32,7545.58
67009.29,5298.44
65580.68,8532.73
35640.6,7483.79
30142.65,5137.34
58511.74,8738.8
99673.48,17249.01
39602.49,4144.62
39100.25,5422.68
13179.12,3772.8
57305.07,3733.1
63712.62,12185.29
76787.8,5540.42
95755.34,12862.13
54065.91,7885.9
17495.86,3229.7
33393.52,5700.61
88736.2,10020.69
86685.32,14543.13
85861.42,4810.91
95221.33,17700.53
68741.35,8005.15
53934,5393.04
26898.1,3260.24
74172.98,13422.33
17656.3,2407.35
51507.95,7506.11
94231.66,8614.26
86076.43,7300.1
74456.8,8847.24
21142.57,4176.4
63534.47,7181.16
99086.75,8204.44
65386.76,10922.18
34576.99,6600.67
15733.62,4870.46
16507.29,2834.65
88616.01,6394.8
42654.25,4526.83
95105.99,6054.54
60248.7,14001.94
56139.5,569.73
95299.45,4802.74
19882.14,3233.35
83701.68,9367.28
43960.79,6070.89
60097.69,11059.16
38248.41,8274.26
17410.86,2834.38
80194.38,10922.01
27391.13,2427.3
69002.69,11976.13
49163.23,4767.18
27743.35,5391.41
99519.44,7001.03
50206.86,7063.09
12828.4,3278.08
94331.49,6373.36
88388.56,12516.53
64112.17,18912.5
36911.39,5728.71
82841.16,8560.11
95692.81,9104.3
86684.86,9105.99
21457.88,4326.9
97199.41,7483.25
60139.09,12589.4
10482.8,3364.01
22218.75,5247.73
10526.24,3780.86
83518.67,5802.83
80394.72,6273.29
93795.97,12920.33
43182.09,5282.07
97700.94,14267.14
84136.93,10120.22
80870.4,12941.52
66054.33,3297.73
97061.94,15116.72
54992.66,2424.73
90432.6,10960.37
46093.89,7693.75
50278.74,5029.65
94220.12,18491.82
71499.9,9929.79
11634.68,2227.02
24897.4,6434.15
54625.1,8310.81
48388.17,6170.66
99284.78,15527.55
90005.51,5374.24
41117.98,6115.23
73525.97,10393.48
70866.36,7633.56
67519.02,6420.4
23464.41,4763.55
64101.29,11977.99
34547.61,5709.82
51206.8,5066.86
30002.78,4885.08
32942.94,3630.3
68831.9,5412.33
52479.38,679.08
24486.67,4129.16
34487.23,6462.29
74166.05,10423.21
65201.83,5101.71
21890.98,3676.36
16300.65,4551.62
96963.85,15280.83
43144.33,7478.25
70970.87,7957.42
86135.66,10386.59
31748.53,3406.07
13163.59,3341.98
63571.62,9643.14
85257.2,10759.37
42602.43,6717.47
39896.97,1192.79
68026.27,9776.96
96275.36,10052.14
63658.33,4350.52
55925.2,6749.63
23973.77,4625.07
86126.59,6498.24
29294.24,4960.66
70288.59,4885.93
65598.08,5012.02
14499.98,4765.25
95445.89,15238.61
62429.68,3313.13
87485.89,9709.04
56662.05,8037.78
33951.47,4873.2
63763.99,11868.14
81601.85,19376.26
72035.74,7118.08
53256.85,9575.08
51933.64,10097.21
65657.11,9899.05
50434.35,8229.52
64243.68,12363.09
10414.81,3104.46
99549.51,2108.19
46581.62,7699.84
20615.65,2734.16
88258.52,8124.38
58617.37,7159.74
89343.79,1454.5
13378.59,3215.05
89329.06,14895.13
75011.47,7165.26
79282.93,4035.62
87723.43,9448.02
55066.79,5927.73
93327.76,12783.43
28726.72,3979.9
12439.5,2807.78
38421.38,6529.29
69410.1,10661.84
38322.22,8026.18
95001.52,16560.84
80107.35,7384.92
40548.81,7890.92
53348.16,3801.2
47439.53,7123.57
79870.05,2050.87
53688.43,8455.24
11376.92,2527.08
67820.62,8531.75
31134.7,5540.07
77232.33,3931.31
36604.66,7303.66
91559.64,16175.66
86799.16,11883.65
51576.74,3972.36
16421.34,2423.11
62002.34,3539.13
62162.14,6829
99421.91,11411.57
40174.7,6726.8
70012.16,11786.69
94470.04,8997.95
61737.12,11572.62
72254.03,7889.54
18078.27,2451.27
87981.33,13936.82
55102.55,9044.8
30093.07,5186.78
47117.73,7868.98
89767.57,17395.6
54603.41,6559.08
70547.84,12617.45
35425.4,4566.82
83535.25,16137.57
32148.95,4948.71
43268.16,5823.17
31197.2,6087.21
94218.12,14282.67
47356.91,10147.91
22370.45,4762.73
92292.83,15880.04
41287.72,7540.84
86763.78,8594.16
22837.17,5730.78
42348.96,4184.72
32095.46,6848.6
14131.54,2780.65
80609.31,14006.51
27925.46,4636.17
45266.52,6606.08
39120.6,9690.01
64189.53,5979.05
58714.45,10946.47
99174.14,8549.67
32841.19,5325.06
76174.29,9147.57
97984.73,21309.86
60224.16,11853.26
45343.73,6705.27
84222.03,10987.65
20114.6,4093.64
58220.01,3809.72
49944.84,2788.95
34656.15,5141.33
24162.18,4168.22
88465.43,7633.1
60584.04,5355.39
59562.08,7799.38
63312.88,13978.11
75503.16,8225.21
67503.28,12555.27
65300.51,7725.58
14717.52,3699.52
60864.2,14701.99
62860.72,9213.08
66571.04,6498.88
65970.16,2968.01
17404.3,3293.93
16987.84,4546.36
71838.52,7512.15
84727.32,13926.88
23131.89,4035.14
80517.71,4405.66
53780.51,2279.4
99033.86,6901.01
54919.45,7512.31
60603.45,6555.06
44043.13,4670.64
56677.35,7921.76
16685.54,2756.85
58462.51,10677.42
96495.49,8764.94
57502.91,7249.59
49344.35,4705
12904.03,3643.69
13396.08,3590.65
14261.35,3108.87
24486.31,2037.53
52218.77,7639.52
82533.16,12010.56
35253.78,6390.78
77930.56,13882.39
56964.32,5361.47
36005.25,4271.24
11563.95,2416.79
70151.46,12023.06
16027.84,3234.48
85274.78,7126.11
22180.88,4166.9
69029.03,8243.76
85415.3,7828.16
33188.32,8581.98
22239.58,3400.53
78713.96,14363.6
29079.66,5780.4
34117.26,8510.19
57864.81,8104.37
52670.52,7290.83
43609.93,5017.4
79781.49,5184.05
60238.36,7115.31
23971.3,3686.23
99047.66,9349.37
32000.18,5796.56
21734.07,3687.47
44200.38,5958.15
42365.91,6635.33
37239.58,5592.37
13995.97,3540.26
94130.5,9293.49
61184.53,11031.98
29872.25,4480.98
89016.51,8859.86
52055.99,9612.52
58811.48,11388.63
80595.84,8371.47
68308.32,8398.31
23040.38,3485.92
38947.36,6147.64
95595,19892.96
26937.86,5873.98
77536.38,12256.67
51324.26,8329.88
22722.85,4031.87
28467.38,2475.44
70776.41,11728.33
22422.72,4404.71
47398.93,5510.4
50612.23,10379.57
66065.19,11399.8
32605.69,7233.15
51773.81,9112.24
24895.83,3540.89
87202.58,9608.62
24089.67,2107.87
17949.85,3614.4
90407.6,3003.72
37055.85,5913.52
77687.8,10368.35
46144.6,5187.93
50370.23,6978.48
24370.66,2465.43
23006.43,4736.82
23426.24,6570.75
56299.08,9324.16
54354.46,12143.49
65470.85,8066.3
50268.06,6340.98
15010.9,4362.33
10485.67,3313.54
29965.08,6196.67
86586.69,10073.08
34061.16,5325
63874.02,9186.16
64773.97,8618.46
99294.26,15858.73
27207.1,4220.17
77805.15,6200.76
31814.86,7535.13
39470.7,4490.88
10318.19,3180.58
99768.17,2694.34
49425.36,5351.78
99791.99,24060.92
27704.73,4897.18
20032.91,4821.08
32566.28,6141.04
71242.89,4067.09
61952.89,10857.28
47471.26,4322.08
75626.31,12258.29
61677.08,4449.77
61987.16,8100.9
63099.92,9982.98
30063.55,4516.19
19314.31,3791.67
76285.54,11813.96
65116.34,10856.55
95609.11,18817.11
96388.83,25252.45
77035.24,9269.28
49134.71,10179.61
25729.76,5464.07
49175.93,7089.57
78621.24,9654.42
92712.64,6651.39
91602.78,15699.35
83396.15,14663.88
27977.76,4095.6
14466.3,2577.75
53105.37,7390.96
63135.4,11839.85
18695.82,5496.75
95580.12,8898.34
24646.88,4316.58
92935.56,19254.57
21499.76,3716.8
69646.56,5446.54
80563.77,11461.4
78815.18,19251.57
70531.33,6400.58
20409.93,3558.21
86617.13,10211.79
65616.54,8755.48
85277.04,8869.71
25293.54,5134.33
10925.31,2734.13
39112.28,5647.9
34271.45,6585.45
84273.52,10983.18
94029.56,14646.08
21501.23,2655.1
92200.38,7392.65
64471.06,7948.09
46025.66,2979.28
69921.58,9658.33
79083.93,13552.3
56970.61,7323.16
45505.68,2818.2
96920.82,10490.66
14408.7,2504.24
23797.74,4064.05
72715.52,4178.59
75500.73,1838.79
19754.15,4816.72
51811.17,7853.97
67791.3,4832.97
45739.98,3344.62
99138.72,5825.25
71083.79,7200.26
38378.66,8143.28
23839.23,4836.32
37112.66,3934.68
18506.4,4755.41
12418.8,2377.98
37943.5,8976.68
76819.5,8719.85
96408.3,18545.51
47422.24,4331.32
57001.19,7613.39
16076.78,3197.4
66685.76,9805.14
41807.24,4152.37
48224.32,3869.19
96739.19,7080.26
71289.86,15423.48
74661.75,10362.72
25356.68,5839.73
28324.82,3752.94
88889.47,10394.01
85377.03,10144.62
74856.43,8453.85
35295.7,5284.81
28899.18,5317.4
54473.53,5289.08
56957.75,9889.46
29784.86,7651.98
78679.6,9630.15
12206.77,3537.98
74033.74,10182.48
85679.88,10410.17
93773.9,13477.48
69588.25,8759.3
34294.8,3938.63
29641.01,4832.33
88103.64,16171.33
12211.44,3569.13
86502.41,12360.31
57153.98,7390.07
49191.64,8279.08
93816.53,1861.34
24809.54,4395.74
44090.96,3107.41
22424.04,3787.81
23474.9,2703.91
70880.25,13580.09
60590.45,5972.58
52448.36,5963.39
82999.02,15426.38
96614.97,15590.1
56386.89,6672.87
73335.05,1927.28
26279.16,5727.71
41947.03,5411.66
14491.25,2937.65
23729.83,3733.17
18934.45,2833.6
35213.33,3023.14
44870.52,4216.04
67074.29,12339.97
73635.72,5515
39341.65,5297.1
96866.5,14226.67
72680.9,10887.63
24497.04,2062.46
43215.6,9480.02
37199.6,6050.93
51216.92,9681.76
84095.45,6468.44
30928.54,4399.7
46209,5999.54
97445.15,14921.88
21197.87,2825.56
66726.11,7073.93
73348.03,11627.53
63208.03,11778.93
99686.46,7456.44
14080.25,4402.17
99106.53,11253.53
77077.57,8966.08
49307.46,8590.57
23770.59,5418.41
50397.87,5128.83
26769.22,5834.13
48389.37,4542.95
83870.19,13903.56
14534.1,3067.95
39284.39,4382.78
85817.07,15125.8
13617.98,3682.01
81268.57,5177.7
96546.56,15855.54
69482.84,8019.21
10784.57,3384.97
51921.03,8378.88
74495.25,5836.65
12536.39,3181.66
86093.43,10508.41
77177.39,8042.43
33762.77,2009.56
77132.23,7755.35
70442.42,10771.06
25484.75,5779.52
70274.48,13051.2
93731.86,14718.33
86587.73,9785.63
80296.59,8641.53
71725.81,7089.8
63223.22,11289.91
46294.59,5232.59
21551.33,4374.43
83814.8,14271.46
74504.84,10788.18
80949.24,10850.82
11648.44,2920.32
25704.11,3071.89
63878.41,7503.96
17257.49,2986.91
73658.43,9879.33
60730.19,8168.74
35452.71,4948.74
45285.11,7841.63
70545.54,14185.41
24596.17,4527.88
19765.17,4511.19
58009.98,4824.79
19287.92,3832.35
18407.63,3869.27
67593.26,10308.6
60763.82,9244.85
37498.29,6075.98
33940.81,6058.46
66925.07,5725.97
84768.21,11286.07
14622.01,2272.27
99310.15,16449.76
11987.85,3608.8
26185.5,4553.71
39582.29,9298.84
86940.61,8310.87
26592.43,6350.99
81582.1,13018.23
87296.69,20287.13
52481.76,10578.22
68338.26,11435.69
39253.75,7069.14
51952.37,8582.33
94816.66,15575.43
32091.79,6434
12021.14,3923.61
97036.46,11022.49
33404.4,8296.86
68869.65,8798.64
16784.31,2582.59
97232.15,17922.72
92668.54,4675.74
88133.73,10982.26
48194.11,4775.04
80292.88,15278.71
36991.53,6929.53
36050.75,4374.47
99934.64,17320.49
98833.35,12960.26
53204.17,9176.71
78604.76,13443.43
39575.07,4954.01
31261.5,5544.09
65607.4,271.51
40640.43,5350.35
15255.19,4171.07
98375.12,16848.98
71923.61,11330.46
87596.4,11840.83
51552.59,9084.84
21342.45,3144.01
71226.59,6720.76
11795.39,2641.35
24666.28,4900.62
90623.43,11346.81
23784.2,4846.87
33277.74,5978.19
31962.22,7052.07
38067.84,9122.45
29912.2,3033.27
12749.22,3552.06
91273.29,8352.2
96345.77,18430.7
94856.38,14802.57
50797,10106.22
49389.85,3885.96
14514.95,3511.22
42383.91,9656.32
90697.97,7145.14
43395.69,4180.22
55295.65,7133.1
57483.94,5827.65
25324.31,5587.48
58473.89,6613.2
19944.41,3786.37
65269.45,4124.96
59047.88,8949.78
30486.58,6076.43
91135.78,5264.1
27867.38,6806.54
47963.09,4569.13
89592.57,13000.91
31438.08,5416.78
36246.75,4039.93
88875.57,8433.75
65716.52,11689.9
87156.89,10428.53
52955.59,6865.42
90480.79,15249.18
25216.24,5001.62
65896.31,7811.33
75048.45,10219.91
27119.45,2905.88
61184.4,8916.59
70437.82,16759.1
92728.98,10236.42
39300.37,4833.11
59207.69,11990.88
10449.21,3480.9
43310.45,9402.31
67385.93,10734.57
64864.63,9815.12
83646.3,13245.64
20610.26,3179.02
69702.19,9908.15
28144.65,5434.09
62817.36,14144.49
72556.3,12365.15
57545.93,12463.81
43256.94,6452.62
72862.52,6221.34
52633.4,5120.75
30772.71,3093.98
50872.12,2518.29
17127.27,3389.75
33191.25,4521.13
59867.25,12228.85
11958.38,2223.51
28999.19,5130.4
67275.41,7287.95
74527.64,11901.96
79917.62,13080.32
16588.77,2962.31
18887.35,3728.23
95175.6,10489.88
93779.51,6444.32
92930.64,11840.25
68494.48,7600.57
24071.53,3625.19
91912.93,6514.86
92985.57,11569.04
25231.66,4622.62
16603.06,3125.57
60960.6,12972.67
42886.48,3799.12
51415,6654.82
51826.32,5298.03
80101.64,13438.64
84129.97,15106.45
35411.95,1183.39
75698.05,7373.71
54637.45,2263.83
15964.15,5062.48
13388.3,3432.06
31382.66,5826.87
29655.65,4990.28
48014.76,3063.78
59477.65,3235.23
74236.38,12695.31
31599.47,5731.95
90611.38,7754.47
53436.14,3526.43
33656.23,6530.81
38792.69,4122.36
69787.18,7935.78
75524.62,12529.34
61429.24,5428.95
89082.56,5010.08
46828.3,11208
28485.62,4104.01
52373.84,11930.98
44146.7,5385.62
32280.85,5917.54
93252.93,13764.71
51955.72,4137.54
11254.75,2710.66
94890.23,20344.2
43709.11,6319.17
10723.74,3641.03
98247.21,3770.84
43978.61,8449.65
98728.08,10377.41
22565.48,4057.98
60599.63,6432.17
81492.42,9853.2
27451.12,5008.31
73962.87,2986.47
60913.72,5649.89
10910.42,3337.52
33125.58,5110.6
52388.33,7511.96
93417.65,9945.58
99576.28,18023.04
28898.41,4892.7
59066.82,7672.38
68085.36,11157.86
91099.72,21569.27
75908.96,11658.09
64873.96,12248.85
30193.49,3772.78
92455.39,11586.46
82248.49,8196.54
38116.78,7516.83
30452.61,5264.82
69183.57,11139.1
76215.8,19841.26
51858.48,5479.91
87724.48,13199.21
70750.05,5435.22
24532.11,3556.82
11088.13,3722.5
87946.12,10428.63
19064.15,4242.89
38100.9,4445.44
49104.55,6591.06
65418.05,5310.95
40530.17,7255.64
62198.03,5373.39
84670.73,9115.37
40115.63,5146.37
44381.71,6782.58
64512.09,7151.47
54616.23,3924.86
19834.11,4261.19
86133.55,13898.96
50127.09,11199.57
77533.83,4121.31
81598.48,15974.05
45162.9,4203.74
11336.31,3027.75
76907.33,5033.74
16154.67,4850.14
57881.86,8192.32
21036.74,4058.75
70819.3,10628.76
15041.81,5652.25
81820.84,7496.42
69634.45,10522.68
31981.73,5353.41
24433.52,4652.24
15219.99,4370.54
11369.01,3252.21
85001.93,10165.33
33568.95,5886.65
14987.33,2963.88
41323.01,10006.36
62219.66,14007.62
82379.64,6957.09
40623.92,2226.93
22136.53,6373.84
79625.16,11922.67
88951.41,4639.32
98917.12,7881.29
68933.67,5344.88
32862.46,5502.2
67731,7840.64
50555.11,10530.66
27726.51,7353.49
64556.87,11391.67
97716.68,11667.97
27925.69,6353.15
49128.31,5076.38
40558.49,4738.31
13060.74,3322.02
18927.87,3717.22
47730.95,4922.76
14260.45,3690.73
12387.63,2851.68
25616.08,6014.35
44027.79,5629.43
62949.05,7158.89
40278.67,5899.17
54509.35,11162.81
77709.4,12145.25
25215.59,4980.75
85926.85,14996.77
38827.26,3777.77
31049.85,6885.28
37899.42,5806.53
81091.9,4256.37
32905.7,4322.88
93054.12,9604.15
23351.81,6109.5
29483,2003.78
66348.26,7483.97
33136.32,3714.99
73645.64,10357.28
76816.47,9751.51
33612.08,7135.24
61535.78,11202.83
92408.38,14533.67
73757.8,15997.92
85991.96,5948.38
92794.82,8994.25
36517.12,7412.93
68558.74,6857.17
22758.96,2854.33
86817.85,12201.11
69940.6,11842.19
75999.4,7636.62
38326.63,673.39
70094.61,5164.93
51749.8,3926.45
68525.46,6669.29
80719.77,8494.24
91153.38,15647.58
57466.68,3657.86
24229.81,3682.75
34265.69,4160.77
22108.62,5790.6
31380.18,2797.71
75075.1,3705.22
66441.29,12097.6
50712.8,7157.87
67087.63,6754.86
57654.72,5685.96
39709.57,838.7
79366.36,11012.96
67149.03,8238.17
79692.73,14367.98
26096.42,3988.42
45676.2,8872.1
96644.43,12884.37
43958.23,8024.59
16979.95,2173.22
57640.16,10622.14
95475.16,15285.31
87050.17,16422.26
59449.25,7779.18
69845.82,5196.02
55040.33,7113.32
93166.49,14832.49
18273.52,4632.82
54725.8,11110.91
80400.17,9773.23
88286.22,17797.04
91139.71,7521.18
23835.67,4656.26
75678.29,9433.59
78355.26,4726.64
69473.75,9426.35
91723.16,5503.38
45080.55,4624.97
96128.05,18338.23
27550.77,5195.67
63164.73,6873.61
23985.88,3652.44
56754.65,8046.11
47155.57,5577.46
84449.53,8190.43
60678.63,3858.67
51082.79,11192.92
27311.38,5967.5
52475.22,3919.07
30925.02,4607.57
38267.17,7088.37
88016.68,8322.3
50048.86,7117.16
49053.56,7192.52
52532.93,11536.21
85006.15,7164.16
10930.7,3512.25
37821.65,4659.96
17753.77,3529.94
84070.64,10197.76
52399.65,8057.83
57910.23,8100.82
45585.59,5461.26
50899.35,7057.59
20341.09,4291.56
12798.18,3547.33
12088.98,2397.96
16976.74,3510.19
42537.8,10085.57
78526.79,7621.66
76895.35,9889.47
18792.3,4814.83
96571.49,5766.67
22888.4,2779.09
53619.56,10499.2
60841.99,9995.56
93907.5,6202.88
83802.23,16572.05
57977.47,10719.68
44602.21,10361.86
59138.95,4337.12
81705.51,14426.22
66460.9,8972.29
19356.13,2084.57
27279.33,3574.84
85789.94,13747.82
53143.9,9352.91
79953.45,4100.55
83636.12,10416.64
36724.05,2249.63
30403.89,6386.21
65832.21,10204.11
43648.8,10177.76
89737.52,9798.19
21297.84,4661.97
24219.69,3587.72
67461.63,5431.84
26751.75,5986.95
69805.78,12203.22
56082.33,8535.52
76745.79,11426.93
40286.17,6667.04
20014.16,4410.85
46206.07,7058.04
58842.89,4002.4
76623.52,1995.36
25531.31,2870.42
62783.69,12191.52
54986.19,4419.99
94272.27,14255.93
91927.28,14861.65
23761.59,4594.62
37656.78,6375.35
72846.48,11653.96
78689.37,16097.12
55888.27,7583.37
30405.45,4571.05
24927.53,3716.11
38452.34,7648.95
14044.7,3476.57
70261.16,12848.25
77164.95,4503.23
32368,4499.16
52025.79,6550.08
13985.86,3751.97
18843.93,4500.61
90738.51,10096.77
65363.36,9277.37
67663.9,4850.89
51490.19,12382.48
35175.83,5062.72
95045.52,11037.97
12076.46,2994.4
25958.15,3306.86
97428.53,15975.75
81976.4,2752.61
99968.59,10403.12
33466.91,5555.59
62396.44,3656.65
16506.47,4532.51
82205.53,8238.66
89250.88,13868.65
90066.66,2821.25
11019.43,2948.45
31726.05,5280.05
64654.2,4099.03
42644.85,8225.03
73828.78,10388.9
13786.57,3313.44
69145.39,9530.98
30762.05,4993.29
34567.96,6615.32
75984.74,10290.46
26043.06,6607.81
44707.08,5539.57
71591.91,12288.89
47367.19,7070.62
58794.57,14234.52
50967.09,7167.09
21435.8,4281.14
12806.58,3054.88
24908.79,1891.8
81899.26,2107.02
22814.92,4126.31
16699.68,3746.95
12571.66,2823.28
47565.27,8220.78
86862.52,16600.83
39744,9378.74
49999.29,1551.13
47213.49,8633.14
41657.57,8137.51
93506.53,14590.19
93704.91,16654.78
35223.68,5262.77
75637.9,8474.78
29510.64,6455.11
94622.3,8261.08
15786.91,4283.44
98980.2,7930.47
28918.76,4042.85
38667.92,4514.55
20959.29,5021.06
62579.28,8070.54
69250.91,10788.43
99654.85,23804.7
27466.08,3381.4
83484.7,15888.47
65750.69,10625.7
98704.64,11946.54
49761.28,4037.17
75176.67,20213.3
16826.38,2287.25
66730.85,6121.66
29312.78,6581.47
92721.48,4068.3
83075.68,12136.07
87050.43,3886.5
83508.15,12242.91
47539.15,11927.87
97979.42,12769.47
54942.73,8816.22
54871.45,9480.44
40912.5,4463.14
16061.45,2834.86
91662.88,8731.33
29900.78,5523.34
36789.75,3706.64
69268.82,8664.53
60995.79,10538.16
97416.32,9072.08
19443.9,3889.16
58941.9,8409.16
92383.49,3796.35
88564.37,10122.23
91408.5,5633.84
80090.25,8991.18
25045.4,5138.38
20924.64,4748.42
20646.47,3146.46
48886.08,3946.03
79964.83,17102.19
91368.83,2372.51
48381.97,4153.32
82856,8939.85
52153.76,7025.75
71074.28,6871.79
78285.33,4531.18
71502.37,8814.49
86282.17,5087.51
38041.29,4857.04
26449.01,5203.7
18416.82,4790.32
11331.51,3757
91217.2,15272.24
81644.76,9040.04
16999.47,2207.41
19156.88,2419.67
25650.29,5443.91
57581.02,1175.41
76178.26,12442.78
20639.68,4084.68
19309.55,5779.01
59703.71,7938.57
36146.67,1740.43
49639.65,9010.01
20659.99,5196.5
92945.67,9388.09
75933.05,8473.32
51537.74,8194.69
70508.3,9951.37
35964.5,5570.65
69710.09,9163.6
43756.18,10714.32
70383.12,12904.48
47145.21,11541.22
74018.82,7905.66
35296.84,4803.14
76483.4,8461.82
61742.93,10401
12204.64,4308.82
42642.53,7165.49
49676.43,6177.93
46306.18,7344.32
59029.5,6911.77
87687.69,9933.14
78910.72,6066.38
15887.97,3702.06
20576.62,3625.66
37880.94,3863.19
37781.05,5800.07
75910.31,11417.84
22734.22,4093.8
97981.59,10557.7
86931.91,9669.51
62553.14,11345.83
90960.78,14393.69
10841.01,3069.82
80610.14,6399.4
91702.13,11408.33
19969.98,2730.51
51923.89,10040.79
70691.34,10376.34
51890.72,11049.55
88751.85,15717.83
46097.7,7668.11
61001.66,6681.85
68833.52,8479.05
35709.38,3444.35
90275.04,10126.73
22484.2,5556.17
60147.47,8519.67
32763.56,5540.96
16624.56,3301.5
78638.38,15072.66
64573.19,10158.06
39969.45,4297.55
91869.73,12512.09
63102.45,11804.83
95178.32,10278.42
91209.75,11304.43
44827.12,5704.39
74663.29,14266.13
84461.23,10947.58
92243.98,23352.23
21755.69,2024.75
13997.54,3367.61
98941.05,16299.54
